element,web_name,team,position,avg_fdr_4gw,avg_fdr_6gw,avg_pts_4gw,avg_pts_6gw
419,Grealish,EVE,MID,3.0,3.17,0.0,0.0
420,Gündoğan,MCI,MID,3.0,3.0,0.0,0.0
421,Rodrigo,MCI,MID,3.0,3.0,1.75,1.17
422,Kovačić,MCI,MID,3.0,3.0,1.0,0.67
423,N.Gonzalez,MCI,MID,3.0,3.0,1.0,0.67
424,Bobb,FUL,MID,3.25,3.17,1.75,1.5
425,Echeverri,MCI,MID,3.0,3.0,0.0,0.0
426,McAtee,NFO,MID,3.5,3.0,2.0,1.33
427,Reijnders,MCI,MID,3.0,3.0,1.25,1.17
428,Nypan,MCI,MID,3.0,3.0,0.0,0.0
429,Phillips,MCI,MID,3.0,3.0,0.0,0.0
430,Haaland,MCI,FWD,3.0,3.0,2.25,5.17
431,Bayindir,MUN,GKP,3.5,3.5,0.0,0.0
432,Onana,MUN,GKP,3.5,3.5,0.0,0.0
433,Harrison,MUN,GKP,3.5,3.5,0.0,0.0
434,Heaton,MUN,GKP,3.5,3.5,0.0,0.0
435,Mee,MUN,GKP,3.5,3.5,0.0,0.0
436,De Ligt,MUN,DEF,3.5,3.5,0.0,0.0
437,Martinez,MUN,DEF,3.5,3.5,3.75,2.5
438,Mazraoui,MUN,DEF,3.5,3.5,4.25,4.0
439,D.Leon,MUN,DEF,3.5,3.5,0.0,0.0
440,Dalot,MUN,DEF,3.5,3.5,0.5,2.0
441,Dorgu,MUN,DEF,3.5,3.5,5.25,3.5
442,Maguire,MUN,DEF,3.5,3.5,5.0,4.5
443,Shaw,MUN,DEF,3.5,3.5,5.0,6.0
444,Yoro,MUN,DEF,3.5,3.5,0.5,0.5
445,Amass,MUN,DEF,3.5,3.5,0.0,0.0
446,Fredricson,MUN,DEF,3.5,3.5,0.0,0.0
447,Heaven,MUN,DEF,3.5,3.5,0.25,2.33
448,Malacia,MUN,DEF,3.5,3.5,0.25,0.17
449,B.Fernandes,MUN,MID,3.5,3.5,7.75,7.0
450,Cunha,MUN,MID,3.5,3.5,4.5,4.17
451,Rashford,MUN,MID,3.5,3.5,0.0,0.0
452,Amad,MUN,MID,3.5,3.5,3.25,2.5
453,Garnacho,CHE,MID,3.25,3.5,0.25,0.5
454,Antony,MUN,MID,3.5,3.5,0.0,0.0
455,Mount,MUN,MID,3.5,3.5,2.5,1.83
456,Sancho,AVL,MID,3.5,3.17,0.75,0.83
457,Casemiro,MUN,MID,3.5,3.5,1.25,3.67
458,Mainoo,MUN,MID,3.5,3.5,5.0,4.67
459,Ugarte,MUN,MID,3.5,3.5,0.0,0.0
460,Collyer,MUN,MID,3.5,3.5,0.0,0.0
461,Fitzgerald,MUN,MID,3.5,3.5,0.0,0.0
462,J.Fletcher,MUN,MID,3.5,3.5,0.0,0.0
463,Kone,MUN,MID,3.5,3.5,0.0,0.0
464,Moorhouse,MUN,MID,3.5,3.5,0.0,0.0
465,Højlund,MUN,FWD,3.5,3.5,0.0,0.0
466,Zirkzee,MUN,FWD,3.5,3.5,1.0,0.83
467,Obi,MUN,FWD,3.5,3.5,0.0,0.0
468,Wheatley,MUN,FWD,3.5,3.5,0.0,0.0
469,Pope,NEW,GKP,2.75,3.17,3.0,2.33
470,Dúbravka,BUR,GKP,3.0,3.17,0.5,1.67
471,Gillespie,NEW,GKP,2.75,3.17,0.0,0.0
472,Odysseas,NEW,GKP,2.75,3.17,0.0,0.0
473,Hall,NEW,DEF,2.75,3.17,1.25,1.0
474,Schär,NEW,DEF,2.75,3.17,0.0,0.0
475,Botman,NEW,DEF,2.75,3.17,3.75,3.5
476,Burn,NEW,DEF,2.75,3.17,2.75,2.5
477,Livramento,NEW,DEF,2.75,3.17,0.0,0.33
478,Trippier,NEW,DEF,2.75,3.17,0.75,0.67
479,Krafth,NEW,DEF,2.75,3.17,0.0,0.0
480,Lascelles,NEW,DEF,2.75,3.17,0.0,0.0
481,A.Murphy,NEW,DEF,2.75,3.17,0.25,0.17
482,Ashby,NEW,DEF,2.75,3.17,0.0,0.0
483,Pivas,NEW,DEF,2.75,3.17,0.0,0.0
484,Targett,NEW,DEF,2.75,3.17,0.0,0.0
485,Gordon,NEW,MID,2.75,3.17,0.0,0.0
486,Elanga,NEW,MID,2.75,3.17,0.5,0.83
487,Barnes,NEW,MID,2.75,3.17,4.75,3.67
488,Bruno G.,NEW,MID,2.75,3.17,4.25,3.33
489,J.Murphy,NEW,MID,2.75,3.17,3.25,2.5
490,Joelinton,NEW,MID,2.75,3.17,1.5,1.0
491,Tonali,NEW,MID,2.75,3.17,1.0,1.33
492,Antoñito C.,NEW,MID,2.75,3.17,0.0,0.0
493,Longstaff,LEE,MID,2.5,2.33,0.75,2.83
494,Willock,NEW,MID,2.75,3.17,2.0,1.67
495,Hayden,NEW,MID,2.75,3.17,0.0,0.0
496,Kuol,NEW,MID,2.75,3.17,0.0,0.0
497,L.Miley,NEW,MID,2.75,3.17,0.5,1.33
498,White,NEW,MID,2.75,3.17,0.0,0.0
499,Isak,LIV,FWD,3.5,3.33,0.25,1.83
500,Osula,NEW,FWD,2.75,3.17,6.5,6.17
501,Neave,NEW,FWD,2.75,3.17,0.25,0.17
502,Sels,NFO,GKP,3.5,3.0,4.0,4.17
503,C.Miguel,NFO,GKP,3.5,3.0,0.0,0.0
504,Turner,NFO,GKP,3.5,3.0,0.0,0.0
505,Milenković,NFO,DEF,3.5,3.0,2.0,3.5
506,Murillo,NFO,DEF,3.5,3.0,0.0,0.17
507,Aina,NFO,DEF,3.5,3.0,0.0,1.83
508,N.Williams,NFO,DEF,3.5,3.0,1.5,2.17
509,David Carmo,NFO,DEF,3.5,3.0,0.0,0.0
510,Jair Cunha,NFO,DEF,3.5,3.0,1.5,1.33
511,Morato,NFO,DEF,3.5,3.0,4.0,3.0
512,O.Richards,NFO,DEF,3.5,3.0,0.0,0.0
513,Abbott,NFO,DEF,3.5,3.0,0.25,0.17
514,Boly,NFO,DEF,3.5,3.0,0.0,0.0
515,Gibbs-White,NFO,MID,3.5,3.0,5.0,8.83
516,Hudson-Odoi,NFO,MID,3.5,3.0,0.0,0.0
517,Anderson,NFO,MID,3.5,3.0,6.75,6.33
518,Jota,NFO,MID,3.5,3.0,0.0,0.0
519,Dominguez,NFO,MID,3.5,3.0,1.25,1.5
520,O'Brien,NFO,MID,3.5,3.0,0.0,0.0
521,Sangaré,NFO,MID,3.5,3.0,1.25,1.67
522,Yates,NFO,MID,3.5,3.0,1.25,1.5
523,Da Silva Moreira,NFO,MID,3.5,3.0,0.0,0.0
524,Stamenic,NFO,MID,3.5,3.0,0.0,0.0
525,Wood,NFO,FWD,3.5,3.0,1.5,2.5
526,Igor Jesus,NFO,FWD,3.5,3.0,2.5,5.17
527,Awoniyi,NFO,FWD,3.5,3.0,4.75,3.83
528,Patterson,SUN,GKP,3.0,3.17,0.0,0.0
529,Moore,SUN,GKP,3.0,3.17,0.0,0.0
530,Nna Noukeu,SUN,GKP,3.0,3.17,0.0,0.0
531,Ballard,SUN,DEF,3.0,3.17,-0.5,-0.33
532,Hume,SUN,DEF,3.0,3.17,4.25,3.67
533,Alese,SUN,DEF,3.0,3.17,0.0,0.0
534,Anderson,SUN,DEF,3.0,3.17,0.0,0.0
535,Cirkin,SUN,DEF,3.0,3.17,0.0,0.0
536,Hjelde,SUN,DEF,3.0,3.17,0.0,0.0
537,Huggins,SUN,DEF,3.0,3.17,0.0,0.0
538,Johnson,SUN,DEF,3.0,3.17,0.0,0.0
539,O'Nien,SUN,DEF,3.0,3.17,2.5,1.67
540,Pembele,SUN,DEF,3.0,3.17,0.0,0.0
541,Reinildo,SUN,DEF,3.0,3.17,3.5,2.67
542,Seelt,SUN,DEF,3.0,3.17,0.0,0.0
543,Adingra,SUN,MID,3.0,3.17,0.0,0.0
544,Diarra,SUN,MID,3.0,3.17,1.25,1.33
545,Roberts,SUN,MID,3.0,3.17,0.0,0.0
546,Aleksić,SUN,MID,3.0,3.17,0.0,0.0
547,E.Le Fée,SUN,MID,3.0,3.17,6.25,6.0
548,Mundle,SUN,MID,3.0,3.17,0.0,0.0
549,Neil,SUN,MID,3.0,3.17,0.0,0.0
550,Poveda,SUN,MID,3.0,3.17,0.0,0.0
551,Rigg,SUN,MID,3.0,3.17,1.25,2.17
552,Sadiki,SUN,MID,3.0,3.17,2.5,2.67
553,Talbi,SUN,MID,3.0,3.17,1.5,1.17
554,Ba,SUN,MID,3.0,3.17,0.0,0.0
555,Browne,SUN,MID,3.0,3.17,0.0,0.0
556,Ekwah,SUN,MID,3.0,3.17,0.0,0.0
557,H.Jones,SUN,MID,3.0,3.17,0.0,0.0
558,Matete,SUN,MID,3.0,3.17,0.0,0.0
559,Triantis,SUN,MID,3.0,3.17,0.0,0.0
560,Isidor,SUN,FWD,3.0,3.17,1.75,2.17
561,Mayenda,SUN,FWD,3.0,3.17,0.25,0.17
562,Abdullahi,SUN,FWD,3.0,3.17,0.0,0.0
563,Luís Hemir,SUN,FWD,3.0,3.17,0.0,0.0
564,Rusyn,SUN,FWD,3.0,3.17,0.0,0.0
565,Vicario,TOT,GKP,3.25,3.0,0.0,0.0
566,Austin,TOT,GKP,3.25,3.0,0.0,0.0
567,Kinsky,TOT,GKP,3.25,3.0,2.75,3.0
568,Pedro Porro,TOT,DEF,3.25,3.0,3.75,5.5
569,Romero,TOT,DEF,3.25,3.0,0.0,0.0
570,Danso,TOT,DEF,3.25,3.0,4.25,4.0
571,Davies,TOT,DEF,3.25,3.0,0.0,0.0
572,Dragusin,TOT,DEF,3.25,3.0,0.25,0.33
573,Spence,TOT,DEF,3.25,3.0,2.25,3.0
574,Udogie,TOT,DEF,3.25,3.0,2.75,2.17
575,Van de Ven,TOT,DEF,3.25,3.0,2.5,2.83
576,Phillips,TOT,DEF,3.25,3.0,0.0,0.0
577,Takai,TOT,DEF,3.25,3.0,0.0,0.0
578,Vuskovic,TOT,DEF,3.25,3.0,0.0,0.0
579,Son,TOT,MID,3.25,3.0,0.0,0.0
580,Johnson,CRY,MID,3.75,3.83,1.25,1.5
581,Maddison,TOT,MID,3.25,3.0,0.75,0.5
582,Kudus,TOT,MID,3.25,3.0,0.0,0.0
583,Kulusevski,TOT,MID,3.25,3.0,0.0,0.0
584,Tel,TOT,MID,3.25,3.0,4.75,3.5
585,Bentancur,TOT,MID,3.25,3.0,3.5,3.67
586,Bergvall,TOT,MID,3.25,3.0,0.5,1.17
587,Bissouma,TOT,MID,3.25,3.0,0.25,0.67
588,Odobert,TOT,MID,3.25,3.0,0.0,0.0
589,Solomon,TOT,MID,3.25,3.0,0.0,0.0
590,Bryan,TOT,MID,3.25,3.0,0.0,0.0
591,Gray,TOT,MID,3.25,3.0,0.25,0.33
592,Moore,TOT,MID,3.25,3.0,0.0,0.0
593,P.M.Sarr,TOT,MID,3.25,3.0,1.25,0.83
594,Min-hyeok,TOT,MID,3.25,3.0,0.0,0.0
595,Olusesi,TOT,MID,3.25,3.0,0.0,0.0
596,Solanke,TOT,FWD,3.25,3.0,0.0,0.5
597,Richarlison,TOT,FWD,3.25,3.0,5.0,4.0
598,Lankshear,TOT,FWD,3.25,3.0,0.0,0.0
599,Scarlett,TOT,FWD,3.25,3.0,0.0,0.0
600,Areola,WHU,GKP,3.0,3.0,0.0,0.0
601,Foderingham,WHU,GKP,3.0,3.0,0.0,0.0
602,Hegyi,WHU,GKP,3.0,3.0,0.0,0.0
603,Diouf,WHU,DEF,3.0,3.0,2.25,2.67
604,Emerson,WHU,DEF,3.0,3.0,0.0,0.0
605,Kilman,WHU,DEF,3.0,3.0,0.0,0.0
606,Mavropanos,WHU,DEF,3.0,3.0,3.5,4.0
607,N.Aguerd,WHU,DEF,3.0,3.0,0.0,0.0
608,Scarles,WHU,DEF,3.0,3.0,0.0,0.0
609,Todibo,WHU,DEF,3.0,3.0,0.25,0.33
610,Wan-Bissaka,WHU,DEF,3.0,3.0,1.0,0.67
611,Casey,WHU,DEF,3.0,3.0,0.0,0.0
612,L.Paquetá,WHU,MID,3.0,3.0,0.0,0.0
613,Souček,WHU,MID,3.0,3.0,2.0,3.5
614,Ward-Prowse,BUR,MID,3.0,3.17,1.25,2.17
615,Summerville,WHU,MID,3.0,3.0,2.5,2.5
616,Álvarez,WHU,MID,3.0,3.0,0.0,0.0
617,Cornet,WHU,MID,3.0,3.0,0.0,0.0
618,G.Rodriguez,WHU,MID,3.0,3.0,0.0,0.0
619,L.Guilherme,WHU,MID,3.0,3.0,0.0,0.0
620,Earthy,WHU,MID,3.0,3.0,0.0,0.0
621,Irving,WHU,MID,3.0,3.0,0.0,0.0
622,Orford,WHU,MID,3.0,3.0,0.0,0.0
623,Potts,WHU,MID,3.0,3.0,0.0,0.17
624,Bowen,WHU,FWD,3.0,3.0,4.5,5.0
625,Füllkrug,WHU,FWD,3.0,3.0,0.0,0.0
626,Marshall,WHU,FWD,3.0,3.0,0.0,0.0
627,Johnstone,WOL,GKP,2.5,2.67,0.0,0.0
628,José Sá,WOL,GKP,2.5,2.67,2.25,1.83
629,Bentley,WOL,GKP,2.5,2.67,1.0,1.0
630,King,EVE,GKP,3.0,3.17,0.0,0.0
631,Agbadou,WOL,DEF,2.5,2.67,0.0,0.0
632,Doherty,WOL,DEF,2.5,2.67,0.0,0.33
633,H.Bueno,WOL,DEF,2.5,2.67,1.75,1.67
634,Mosquera,WOL,DEF,2.5,2.67,2.5,1.67
635,R.Gomes,WOL,DEF,2.5,2.67,1.5,2.17
636,S.Bueno,WOL,DEF,2.5,2.67,3.75,3.33
637,Toti,WOL,DEF,2.5,2.67,2.0,2.17
638,Hoever,WOL,DEF,2.5,2.67,0.0,0.0
639,Meupiyou,WOL,DEF,2.5,2.67,0.0,0.0
640,Pedro Lima,WOL,DEF,2.5,2.67,1.0,1.17
641,Pond,WOL,DEF,2.5,2.67,0.0,0.0
642,Hee Chan,WOL,MID,2.5,2.67,1.75,1.5
643,André,WOL,MID,2.5,2.67,2.5,2.5
644,Bellegarde,WOL,MID,2.5,2.67,0.5,0.67
645,Fer López,WOL,MID,2.5,2.67,0.0,0.0
646,J.Gomes,WOL,MID,2.5,2.67,2.0,2.17
647,Guedes,WOL,MID,2.5,2.67,0.0,0.0
648,Munetsi,WOL,MID,2.5,2.67,0.0,0.0
649,B.Traore,WOL,MID,2.5,2.67,0.0,0.0
650,Chirewa,WOL,MID,2.5,2.67,0.0,0.0
651,Edozie,WOL,MID,2.5,2.67,0.25,0.17
652,Gonzalez,WOL,MID,2.5,2.67,0.0,0.0
653,Hodge,WOL,MID,2.5,2.67,0.0,0.0
654,Strand Larsen,CRY,FWD,3.75,3.83,1.5,1.67
655,Fábio Silva,WOL,FWD,2.5,2.67,0.0,0.0
656,Kalajdžić,WOL,FWD,2.5,2.67,0.0,0.0
657,Chiwome,WOL,FWD,2.5,2.67,0.0,0.0
658,Fraser,WOL,FWD,2.5,2.67,0.0,0.0
659,Walker-Peters,WHU,DEF,3.0,3.0,1.75,2.5
660,Stach,LEE,MID,2.5,2.33,3.75,2.5
661,Ekitiké,LIV,FWD,3.5,3.33,0.0,0.0
662,Mosquera,ARS,DEF,2.25,2.83,2.75,1.83
663,J.Arias,WOL,MID,2.5,2.67,0.0,0.0
664,Lecomte,FUL,GKP,3.25,3.17,0.0,0.0
665,Perri,LEE,GKP,2.5,2.33,0.0,0.0
666,Gyökeres,ARS,FWD,2.25,2.83,5.0,3.67
667,Aznou,EVE,DEF,3.0,3.17,0.0,0.0
668,Xhaka,SUN,MID,3.0,3.17,4.25,3.33
669,Ndoye,NFO,MID,3.5,3.0,0.0,0.0
670,Roefs,SUN,GKP,3.0,3.17,3.5,2.5
671,Wilson,WHU,FWD,3.0,3.0,2.25,2.33
672,Hato,CHE,DEF,3.25,3.5,1.0,1.0
673,J.Palhinha,TOT,MID,3.25,3.0,5.25,5.17
674,Ramsdale,NEW,GKP,2.75,3.17,0.0,0.17
675,Gunn,NFO,GKP,3.5,3.0,0.0,0.0
676,Ugochukwu,BUR,MID,3.0,3.17,2.25,1.5
677,Guessand,CRY,MID,3.75,3.83,0.5,0.33
678,Masuaku,SUN,DEF,3.0,3.17,0.0,0.0
679,Hermansen,WHU,GKP,3.0,3.0,4.0,4.0
680,Broja,BUR,FWD,3.0,3.17,0.25,0.5
681,Šeško,MUN,FWD,3.5,3.5,1.25,2.5
682,Møller Wolfe,WOL,DEF,2.5,2.67,1.25,1.0
683,Alderete,SUN,DEF,3.0,3.17,3.25,2.33
684,Thiaw,NEW,DEF,2.75,3.17,1.75,1.67
685,Diakité,BOU,DEF,3.25,3.0,0.0,0.0
686,Ngumoha,LIV,MID,3.5,3.33,2.75,2.0
687,Rees-Dottin,BOU,MID,3.25,3.0,0.0,0.0
688,Wright,AVL,GKP,3.5,3.17,0.0,0.0
689,Seung soo,NEW,MID,2.75,3.17,0.0,0.0
690,Cardines,CRY,MID,3.75,3.83,0.5,0.33
691,Calvert-Lewin,LEE,FWD,2.5,2.33,5.5,4.33
692,Leoni,LIV,DEF,3.5,3.33,0.0,0.0
693,Hutchinson,NFO,MID,3.5,3.0,2.25,2.83
694,Mukiele,SUN,DEF,3.0,3.17,5.75,3.67
695,Tchatchoua,WOL,DEF,2.5,2.67,0.0,0.17
696,Kalimuendo,NFO,FWD,3.5,3.0,0.0,0.0
697,Adli,BOU,MID,3.25,3.0,0.75,0.83
698,Okafor,LEE,MID,2.5,2.33,2.5,2.33
699,Douglas Luiz,AVL,MID,3.5,3.17,1.0,0.67
700,Dowman,ARS,MID,2.25,2.83,1.0,0.67
701,Rowe,AVL,DEF,3.5,3.17,0.0,0.0
702,Burrowes,AVL,MID,3.5,3.17,0.0,0.0
703,Proctor,AVL,GKP,3.5,3.17,0.0,0.0
704,Onyango,EVE,MID,3.0,3.17,0.0,0.0
705,Campbell,EVE,DEF,3.0,3.17,0.0,0.0
706,Justin,LEE,DEF,2.5,2.33,3.25,3.17
707,Dibling,EVE,MID,3.0,3.17,0.0,0.0
708,M.Fernandes,WHU,MID,3.0,3.0,4.75,4.33
709,Krejčí,WOL,DEF,2.5,2.67,2.0,1.5
710,Patterson,AVL,DEF,3.5,3.17,0.0,0.0
711,Harriman-Annous,ARS,MID,2.25,2.83,0.0,0.0
712,Yeremy,CRY,MID,3.75,3.83,1.75,1.17
713,A.Jimenez,BOU,DEF,3.25,3.0,1.5,1.0
714,Woltemade,NEW,FWD,2.75,3.17,3.0,2.33
715,John,NFO,GKP,3.5,3.0,0.0,0.0
716,Savona,NFO,DEF,3.5,3.0,0.0,0.0
717,Xavi,TOT,MID,3.25,3.0,0.0,2.33
718,S.Magassa,WHU,MID,3.0,3.0,0.25,0.17
719,Lindelöf,AVL,DEF,3.5,3.17,1.25,0.83
720,Tolu,WOL,FWD,2.5,2.67,1.25,1.0
721,Milosavljević,BOU,DEF,3.25,3.0,0.0,0.0
722,Florentino,BUR,MID,3.0,3.17,3.25,2.5
723,Canvot,CRY,DEF,3.75,3.83,2.25,1.83
724,Geertruida,SUN,DEF,3.0,3.17,2.25,1.5
725,Hincapie,ARS,DEF,2.25,2.83,0.75,2.17
726,Kolo Muani,TOT,FWD,3.25,3.0,1.5,1.33
727,Chukwueze,FUL,MID,3.25,3.17,1.25,1.5
728,Röhl,EVE,MID,3.0,3.17,4.5,3.0
729,Cuiabano,NFO,DEF,3.5,3.0,0.0,0.0
730,Brobbey,SUN,FWD,3.0,3.17,3.75,3.17
731,Kevin,FUL,MID,3.25,3.17,1.5,1.0
732,Uche,CRY,FWD,3.75,3.83,0.0,0.0
733,Lammens,MUN,GKP,3.5,3.5,4.5,5.17
734,Bakwa,NFO,MID,3.5,3.0,2.75,2.0
735,Traoré,SUN,MID,3.0,3.17,0.0,0.0
736,Donnarumma,MCI,GKP,3.0,3.0,4.25,4.83
737,Kusi-Asare,FUL,FWD,3.25,3.17,0.5,0.33
738,Fabianski,WHU,GKP,3.0,3.0,0.0,0.0
739,Mukasa,MCI,MID,3.0,3.0,0.0,0.0
740,Mfuni,MCI,DEF,3.0,3.0,0.0,0.0
741,Gray,LEE,FWD,2.5,2.33,0.0,0.0
742,McAidoo,MCI,MID,3.0,3.0,0.0,0.0
743,Emenalo,CHE,MID,3.25,3.5,0.0,0.0
744,Oriola,BHA,MID,2.75,2.83,0.0,0.0
745,Byfield,TOT,DEF,3.25,3.0,0.0,0.0
746,Morrison,LIV,MID,3.5,3.33,0.0,0.0
747,Mayers,WHU,DEF,3.0,3.0,0.0,0.0
748,Dasilva,BRE,MID,3.5,3.33,0.5,0.33
749,Mané,WOL,FWD,2.5,2.67,4.25,3.33
750,Rowswell,TOT,DEF,3.25,3.0,0.0,0.0
751,Akhamrich,TOT,MID,3.25,3.0,0.0,0.0
752,Golambeckis,WHU,DEF,3.0,3.0,0.0,0.0
753,Ruddy,NEW,GKP,2.75,3.17,0.0,0.0
754,George Hemmings,AVL,MID,3.5,3.17,0.0,0.0
755,Lacey,MUN,MID,3.5,3.5,0.25,0.17
756,DaCosta,BOU,MID,3.25,3.0,0.0,0.0
757,Hollingshead,AVL,GKP,3.5,3.17,0.0,0.0
758,Mohamadou Kanté,WHU,MID,3.0,3.0,0.25,0.33
759,Salmon,ARS,DEF,2.25,2.83,0.0,0.0
760,Lucky,LIV,DEF,3.5,3.33,0.0,0.0
761,Simmonds,BHA,DEF,2.75,2.83,0.0,0.0
762,Drakes-Thomas,CRY,MID,3.75,3.83,0.0,0.0
763,Gray,MCI,MID,3.0,3.0,0.0,0.0
764,Heskey,MCI,MID,3.0,3.0,0.0,0.0
765,Shahar,NEW,DEF,2.75,3.17,0.0,0.0
766,Olagunju,WOL,DEF,2.5,2.67,0.0,0.0
767,Rawlings,WOL,MID,2.5,2.67,0.0,0.0
768,Leon Routh,AVL,DEF,3.5,3.17,0.0,0.0
769,Bendito Mantato,MUN,MID,3.5,3.5,0.0,0.0
770,Ridgeon,FUL,MID,3.25,3.17,0.0,0.0
771,Fletcher,MUN,MID,3.5,3.5,0.25,0.17
772,Alabi,NEW,MID,2.75,3.17,0.0,0.0
773,Benamar,CRY,DEF,3.75,3.83,0.0,0.0
774,Jenson Jones,SUN,DEF,3.0,3.17,0.0,0.0
775,Tutierov,SUN,MID,3.0,3.17,0.0,0.0
776,Pimlott,BUR,MID,3.0,3.17,0.0,0.0
777,Ojinnaka,WOL,MID,2.5,2.67,0.0,0.0
778,Sutherland,WOL,MID,2.5,2.67,0.0,0.0
779,Graham,EVE,FWD,3.0,3.17,0.0,0.0
780,Casey,CRY,FWD,3.75,3.83,0.0,0.0
781,Carroll,AVL,DEF,3.5,3.17,0.0,0.0
782,Forster,BOU,GKP,3.25,3.0,0.0,0.0
783,Groß,BHA,MID,2.75,2.83,3.25,4.83
784,Brierley,BUR,MID,3.0,3.17,0.0,0.0
785,Pablo,WHU,FWD,3.0,3.0,1.25,1.5
786,McNally,FUL,GKP,3.25,3.17,0.0,0.0
787,Chambers,LEE,MID,2.5,2.33,0.0,0.0
788,Kukonki,MUN,DEF,3.5,3.5,0.0,0.0
789,Merrick,CHE,GKP,3.25,3.5,0.0,0.0
790,Williams-Barnett,TOT,MID,3.25,3.0,0.0,0.0
791,Taty,WHU,FWD,3.0,3.0,4.0,3.17
792,Alysson,AVL,MID,3.5,3.17,0.0,0.0
793,King,CRY,DEF,3.75,3.83,0.0,0.0
794,Alleyne,MCI,DEF,3.0,3.0,0.0,0.0
795,Howell,BHA,MID,2.75,2.83,0.0,0.0
796,Gallagher,TOT,MID,3.25,3.0,4.0,3.67
797,Furo,BRE,FWD,3.5,3.33,0.25,0.17
798,Imray,CRY,DEF,3.75,3.83,0.0,0.0
799,Stevens,BOU,MID,3.25,3.0,0.0,0.0
800,Jocelin.T,SUN,MID,3.0,3.17,0.0,0.0
801,Tóth.A,BOU,MID,3.25,3.0,0.5,0.67
802,Lamadrid,WHU,MID,3.0,3.0,0.0,0.0
803,Sharman-Lowe,CHE,GKP,3.25,3.5,0.0,0.0
804,Souza,TOT,DEF,3.25,3.0,0.0,0.0
805,Lucca,NFO,FWD,3.5,3.0,0.25,0.17
806,Mandas,BOU,GKP,3.25,3.0,0.0,0.0
807,Rayan,BOU,MID,3.25,3.0,5.5,5.67
808,Abraham,AVL,FWD,3.5,3.17,0.25,1.17
809,Abbey,WOL,MID,2.5,2.67,0.25,0.17
810,Bentt,BRE,MID,3.5,3.33,0.0,0.0
811,Kyerematen,TOT,MID,3.25,3.0,0.0,0.0
812,Ellborg,SUN,GKP,3.0,3.17,0.0,0.0
813,Angulo,SUN,MID,3.0,3.17,1.0,0.67
814,Netz,NFO,DEF,3.5,3.0,2.0,1.5
815,Disasi,WHU,DEF,3.0,3.0,2.5,3.67
816,Angel,WOL,MID,2.5,2.67,1.0,0.83
817,Armstrong,WOL,FWD,2.5,2.67,3.25,2.83
818,Wilson,TOT,FWD,3.25,3.0,0.0,0.0
819,Shield,BRE,DEF,3.5,3.33,0.0,0.0
820,McMahon-Brown,BUR,MID,3.0,3.17,0.0,0.0
821,Whittaker,SUN,MID,3.0,3.17,0.0,0.0
822,Jones,SUN,MID,3.0,3.17,0.0,0.0
823,Stephenson,BRE,DEF,3.5,3.33,0.0,0.0
824,McManus,BRE,DEF,3.5,3.33,0.0,0.0
825,Herrick,WHU,GKP,3.0,3.0,0.0,0.0
826,Owen,BRE,MID,3.5,3.33,0.0,0.0
827,Thwaites,MUN,MID,3.5,3.5,0.0,0.0
828,Brooks,WOL,GKP,2.5,2.67,0.0,0.0
829,Derry,CHE,MID,3.25,3.5,0.25,0.17
830,Wright,LIV,FWD,3.5,3.4,0.0,0.0
831,Gracey,WOL,GKP,2.5,2.5,0.0,0.0
832,Ndiaye,LIV,DEF,3.5,3.5,0.0,0.0
833,Eboué,CHE,MID,3.33,3.33,0.0,0.0
834,Kavuma-McQueen,CHE,MID,3.33,3.33,0.0,0.0
835,Whitehall,NFO,MID,3.33,3.33,0.0,0.0
836,Sinclair,NFO,MID,3.33,3.33,0.0,0.0
837,Lienou,LEE,DEF,3.0,3.0,0.0,0.0
838,Chadwick,LEE,MID,3.0,3.0,0.0,0.0
839,Cresswell,LEE,MID,3.0,3.0,0.0,0.0
840,Mheuka,CHE,FWD,3.0,3.0,0.5,0.5
841,Sillah,NFO,FWD,3.0,3.0,0.0,0.0
